id,source,reason,text
ed18e41c-1d11-40b3-8b52-c951390ecd6f,play_store,too_short,good
b2a1f05e-6e37-4c59-b619-fe1979a4cfaf,play_store,too_short,👍
85ce5964-36a7-45ca-b5a0-962e41540cdd,play_store,too_short,❤️💯💯❤️💯💯
0be4557f-d403-4cf8-a806-f2f899c956de,play_store,too_short,nice 👍
982bffc5-e8a5-4663-9c7c-90f90bbc8640,play_store,too_short,good 👍🏽😊
fd8203ff-37f7-432e-9558-7661de0a675e,play_store,too_short,superb
a199fb1d-4363-4db8-b0c2-0be8a6d15442,play_store,too_short,बहुत खराब
e40f4af3-6b0a-427c-afc4-74aebd3340a2,play_store,too_short,good
7392bb6e-5946-4a1d-ae20-38442622432c,play_store,too_short,Best Excellent 👌👍
bf7135b5-149a-4de8-aac3-224ce5816477,play_store,too_short,good
3d503833-8b82-414e-a564-db85d57ebfe7,play_store,too_short,ok
b5a44d68-6707-4788-b1c6-cbcf56e27238,play_store,too_short,bahut sahi aap h
f8779574-befd-4e70-9073-7cb69900f353,play_store,too_short,very nice
9f959c3c-e9d6-4e16-8e87-1180ccf4a681,play_store,too_short,very good
79ff146c-ca69-4c8d-9736-34a6b41793d1,play_store,too_short,good
d58b0a75-90a8-4425-820a-0b18e8a92479,play_store,too_short,very good
90a1f5f5-0637-4a9c-8d43-ba4edf40559d,play_store,too_short,veri good
348b1a16-6b30-4e70-b135-8ec46b6b28ba,play_store,too_short,बहुत अच्छा है
a7113450-15bf-441c-87a1-c9dd0a8e59b9,play_store,too_short,super 💯
366eee58-db99-447f-9546-29cdcc507551,play_store,too_short,loved it.
183b8eb2-8e8d-4e0d-ac13-e1f81b48906b,play_store,too_short,Very nice
1cb03992-1cf4-4709-8221-d74525afe70c,play_store,too_short,good
1cee346c-8297-4dd1-9129-096f17d93ac4,play_store,too_short,good
a7e1537d-d95d-425b-ad07-7a7528d846f2,play_store,too_short,it's good
7d8dd155-d6b4-4d07-80f6-f9716ccb0baf,play_store,too_short,good
64104b8d-2f09-4ad6-a305-14aa4849da34,play_store,too_short,🤮🤮
a3cadc56-5e36-4760-8bb2-f20f213ec8fa,play_store,too_short,nice 🙂👍
